xzy 18/12/29
273 240 26 1 4 1 2 333
     1     1     1     2     4     3
     2     1     2     5     6     4
     3     1    28    27     3     4
     4     1     6    29    28     4
     5     1     5     7     8     6
     6     1    30    29     6     8
     7     1     7     9    10     8
     8     1    10    31    30     8
     9     1     9    11    12    10
    10     1    32    31    10    12
    11     1    11    13    14    12
    12     1    14    33    32    12
    13     1    13    15    16    14
    14     1    34    33    14    16
    15     1    15    17    18    16
    16     1    18    35    34    16
    17     1    17    19    20    18
    18     1    36    35    18    20
    19     1    19    21    22    20
    20     1    22    37    36    20
    21     1    21    23    25    22
    22     1    38    37    22    25
    23     1    23    24    26    25
    24     1    26    39    38    25
    25     1    52    27    28    51
    26     1    28    29    50    51
    27     1    50    29    30    49
    28     1    31    48    49    30
    29     1    48    31    32    47
    30     1    32    33    46    47
    31     1    46    33    34    45
    32     1    35    44    45    34
    33     1    44    35    36    43
    34     1    36    37    42    43
    35     1    42    37    38    41
    36     1    39    40    41    38
    37     1    40    53    54    41
    38     1    54    55    42    41
    39     1    55    56    43    42
    40     1    56    57    44    43
    41     1    44    57    58    45
    42     1    58    59    46    45
    43     1    59    60    47    46
    44     1    60    61    48    47
    45     1    48    61    62    49
    46     1    62    63    50    49
    47     1    63    64    51    50
    48     1    64    65    52    51
    49     1    54    53    86    85
    50     1    55    54    85    84
    51     1    56    55    84    83
    52     1    57    56    83    82
    53     1    58    57    82    81
    54     1    59    58    81    80
    55     1    60    59    80    79
    56     1    61    60    79    78
    57     1    62    61    78    77
    58     1    63    62    77    76
    59     1    64    63    76    75
    60     1    65    64    75    74
    61     1    66    65    74    73
    62     1    67    66    73    72
    63     1    68    67    72    71
    64     1    69    68    71    70
    65     1    88    87    70    71
    66     1    72    89    88    71
    67     1    90    89    72    73
    68     1    74    91    90    73
    69     1    92    91    74    75
    70     1    76    93    92    75
    71     1    94    93    76    77
    72     1    78    95    94    77
    73     1    96    95    78    79
    74     1    80    97    96    79
    75     1    98    97    80    81
    76     1    82    99    98    81
    77     1   100    99    82    83
    78     1    84   101   100    83
    79     1   102   101    84    85
    80     1    86   103   102    85
    81     1   104    87    88   105
    82     1    88    89   106   105
    83     1   106    89    90   107
    84     1    91   108   107    90
    85     1   108    91    92   109
    86     1    92    93   110   109
    87     1   110    93    94   111
    88     1    95   112   111    94
    89     1   112    95    96   113
    90     1    96    97   114   113
    91     1   114    97    98   115
    92     1    99   116   115    98
    93     1   116    99   100   117
    94     1   100   101   118   117
    95     1   118   101   102   119
    96     1   103   120   119   102
    97     1   122   121   104   105
    98     1   123   122   105   106
    99     1   124   123   106   107
   100     1   108   125   124   107
   101     1   126   125   108   109
   102     1   127   126   109   110
   103     1   128   127   110   111
   104     1   112   129   128   111
   105     1   130   129   112   113
   106     1   131   130   113   114
   107     1   132   131   114   115
   108     1   116   133   132   115
   109     1   134   133   116   117
   110     1   135   134   117   118
   111     1   136   135   118   119
   112     1   120   137   136   119
   113     1   121   122   139   138
   114     1   122   123   140   139
   115     1   123   124   141   140
   116     1   124   125   142   141
   117     1   125   126   143   142
   118     1   126   127   144   143
   119     1   127   128   145   144
   120     1   128   129   146   145
   121     1   129   130   147   146
   122     1   130   131   148   147
   123     1   131   132   149   148
   124     1   132   133   150   149
   125     1   133   134   151   150
   126     1   134   135   152   151
   127     1   135   136   153   152
   128     1   136   137   154   153
   129     1   156   155   138   139
   130     1   140   157   156   139
   131     1   158   157   140   141
   132     1   142   159   158   141
   133     1   160   159   142   143
   134     1   144   161   160   143
   135     1   162   161   144   145
   136     1   146   163   162   145
   137     1   164   163   146   147
   138     1   148   225   164   147
   139     1   232   225   148   149
   140     1   150   233   232   149
   141     1   234   233   150   151
   142     1   152   235   234   151
   143     1   236   235   152   153
   144     1   154   237   236   153
   145     1   165   155   156   166
   146     1   156   157   167   166
   147     1   167   157   158   168
   148     1   159   169   168   158
   149     1   169   159   160   170
   150     1   160   161   171   170
   151     1   171   161   162   172
   152     1   163   173   172   162
   153     1   173   163   164   174
   154     1   164   225   226   174
   155     1   176   175   165   166
   156     1   177   176   166   167
   157     1   178   177   167   168
   158     1   169   179   178   168
   159     1   180   179   169   170
   160     1   181   180   170   171
   161     1   182   181   171   172
   162     1   173   183   182   172
   163     1   184   183   173   174
   164     1   227   184   174   226
   165     1   175   176   186   185
   166     1   176   177   187   186
   167     1   177   178   188   187
   168     1   178   179   189   188
   169     1   179   180   190   189
   170     1   180   181   191   190
   171     1   181   182   192   191
   172     1   182   183   193   192
   173     1   183   184   194   193
   174     1   184   227   228   194
   175     1   196   195   185   186
   176     1   187   197   196   186
   177     1   198   197   187   188
   178     1   189   199   198   188
   179     1   200   199   189   190
   180     1   191   201   200   190
   181     1   202   201   191   192
   182     1   193   203   202   192
   183     1   204   203   193   194
   184     1   228   229   204   194
   185     1   205   195   196   207
   186     1   196   197   209   207
   187     1   209   197   198   211
   188     1   199   213   211   198
   189     1   213   199   200   215
   190     1   200   201   217   215
   191     1   217   201   202   219
   192     1   203   221   219   202
   193     1   221   203   204   223
   194     1   204   229   230   223
   195     1   208   206   205   207
   196     1   210   208   207   209
   197     1   212   210   209   211
   198     1   213   214   212   211
   199     1   216   214   213   215
   200     1   218   216   215   217
   201     1   220   218   217   219
   202     1   221   222   220   219
   203     1   224   222   221   223
   204     1   231   224   223   230
   205     1   226   225   232   238
   206     1   239   227   226   238
   207     1   227   239   240   228
   208     1   241   229   228   240
   209     1   230   229   241   242
   210     1   243   231   230   242
   211     1   233   244   238   232
   212     1   244   233   234   245
   213     1   234   235   246   245
   214     1   246   235   236   247
   215     1   237   248   247   236
   216     1   244   249   239   238
   217     1   239   249   250   240
   218     1   250   251   241   240
   219     1   251   252   242   241
   220     1   252   253   243   242
   221     1   254   249   244   245
   222     1   255   254   245   246
   223     1   256   255   246   247
   224     1   248   257   256   247
   225     1   249   254   258   250
   226     1   259   251   250   258
   227     1   252   251   259   260
   228     1   261   253   252   260
   229     1   254   255   262   258
   230     1   255   256   263   262
