xzy 18/12/29
273 240 26 1 4 1 2 333
   231     1   256   257   264   263
   232     1   262   265   259   258
   233     1   259   265   268   260
   234     1   269   261   260   268
   235     1   266   265   262   263
   236     1   264   267   266   263
   237     1   268   265   266   270
   238     1   267   272   270   266
   239     1   271   269   268   270
   240     1   272   273   271   270
     1     1.0000E+000     0.0000E+000
     2     1.2500E+000     0.0000E+000
     3     1.0000E+000     2.5000E-001
     4     1.2500E+000     2.5000E-001
     5     1.5000E+000     0.0000E+000
     6     1.5000E+000     2.5000E-001
     7     1.7500E+000     0.0000E+000
     8     1.7500E+000     2.5000E-001
     9     2.0000E+000     0.0000E+000
    10     2.0000E+000     2.5000E-001
    11     2.2500E+000     0.0000E+000
    12     2.2500E+000     2.5000E-001
    13     2.5000E+000     0.0000E+000
    14     2.5000E+000     2.5000E-001
    15     2.7500E+000     0.0000E+000
    16     2.7500E+000     2.5000E-001
    17     3.0000E+000     0.0000E+000
    18     3.0000E+000     2.5000E-001
    19     3.2500E+000     0.0000E+000
    20     3.2500E+000     2.5000E-001
    21     3.5000E+000     0.0000E+000
    22     3.5000E+000     2.5000E-001
    23     3.7500E+000     0.0000E+000
    24     4.0000E+000     0.0000E+000
    25     3.7500E+000     2.5000E-001
    26     4.0000E+000     2.5000E-001
    27     1.0000E+000     5.0000E-001
    28     1.2500E+000     5.0000E-001
    29     1.5000E+000     5.0000E-001
    30     1.7500E+000     5.0000E-001
    31     2.0000E+000     5.0000E-001
    32     2.2500E+000     5.0000E-001
    33     2.5000E+000     5.0000E-001
    34     2.7500E+000     5.0000E-001
    35     3.0000E+000     5.0000E-001
    36     3.2500E+000     5.0000E-001
    37     3.5000E+000     5.0000E-001
    38     3.7500E+000     5.0000E-001
    39     4.0000E+000     5.0000E-001
    40     4.0000E+000     7.5000E-001
    41     3.7500E+000     7.5000E-001
    42     3.5000E+000     7.5000E-001
    43     3.2500E+000     7.5000E-001
    44     3.0000E+000     7.5000E-001
    45     2.7500E+000     7.5000E-001
    46     2.5000E+000     7.5000E-001
    47     2.2500E+000     7.5000E-001
    48     2.0000E+000     7.5000E-001
    49     1.7500E+000     7.5000E-001
    50     1.5000E+000     7.5000E-001
    51     1.2500E+000     7.5000E-001
    52     1.0000E+000     7.5000E-001
    53     4.0000E+000     1.0000E+000
    54     3.7500E+000     1.0000E+000
    55     3.5000E+000     1.0000E+000
    56     3.2500E+000     1.0000E+000
    57     3.0000E+000     1.0000E+000
    58     2.7500E+000     1.0000E+000
    59     2.5000E+000     1.0000E+000
    60     2.2500E+000     1.0000E+000
    61     2.0000E+000     1.0000E+000
    62     1.7500E+000     1.0000E+000
    63     1.5000E+000     1.0000E+000
    64     1.2500E+000     1.0000E+000
    65     1.0000E+000     1.0000E+000
    66     7.5000E-001     1.0000E+000
    67     5.0000E-001     1.0000E+000
    68     2.5000E-001     1.0000E+000
    69     0.0000E+000     1.0000E+000
    70     0.0000E+000     1.2500E+000
    71     2.5000E-001     1.2500E+000
    72     5.0000E-001     1.2500E+000
    73     7.5000E-001     1.2500E+000
    74     1.0000E+000     1.2500E+000
    75     1.2500E+000     1.2500E+000
    76     1.5000E+000     1.2500E+000
    77     1.7500E+000     1.2500E+000
    78     2.0000E+000     1.2500E+000
    79     2.2500E+000     1.2500E+000
    80     2.5000E+000     1.2500E+000
    81     2.7500E+000     1.2500E+000
    82     3.0000E+000     1.2500E+000
    83     3.2500E+000     1.2500E+000
    84     3.5000E+000     1.2500E+000
    85     3.7500E+000     1.2500E+000
    86     4.0000E+000     1.2500E+000
    87     0.0000E+000     1.5000E+000
    88     2.5000E-001     1.5000E+000
    89     5.0000E-001     1.5000E+000
    90     7.5000E-001     1.5000E+000
    91     1.0000E+000     1.5000E+000
    92     1.2500E+000     1.5000E+000
    93     1.5000E+000     1.5000E+000
    94     1.7500E+000     1.5000E+000
    95     2.0000E+000     1.5000E+000
    96     2.2500E+000     1.5000E+000
    97     2.5000E+000     1.5000E+000
    98     2.7500E+000     1.5000E+000
    99     3.0000E+000     1.5000E+000
   100     3.2500E+000     1.5000E+000
   101     3.5000E+000     1.5000E+000
   102     3.7500E+000     1.5000E+000
   103     4.0000E+000     1.5000E+000
   104     0.0000E+000     1.7500E+000
   105     2.5000E-001     1.7500E+000
   106     5.0000E-001     1.7500E+000
   107     7.5000E-001     1.7500E+000
   108     1.0000E+000     1.7500E+000
   109     1.2500E+000     1.7500E+000
   110     1.5000E+000     1.7500E+000
   111     1.7500E+000     1.7500E+000
   112     2.0000E+000     1.7500E+000
   113     2.2500E+000     1.7500E+000
   114     2.5000E+000     1.7500E+000
   115     2.7500E+000     1.7500E+000
   116     3.0000E+000     1.7500E+000
   117     3.2500E+000     1.7500E+000
   118     3.5000E+000     1.7500E+000
   119     3.7500E+000     1.7500E+000
   120     4.0000E+000     1.7500E+000
   121     0.0000E+000     2.0000E+000
   122     2.5000E-001     2.0000E+000
   123     5.0000E-001     2.0000E+000
   124     7.5000E-001     2.0000E+000
   125     1.0000E+000     2.0000E+000
   126     1.2500E+000     2.0000E+000
   127     1.5000E+000     2.0000E+000
   128     1.7500E+000     2.0000E+000
   129     2.0000E+000     2.0000E+000
   130     2.2500E+000     2.0000E+000
   131     2.5000E+000     2.0000E+000
   132     2.7500E+000     2.0000E+000
   133     3.0000E+000     2.0000E+000
   134     3.2500E+000     2.0000E+000
   135     3.5000E+000     2.0000E+000
   136     3.7500E+000     2.0000E+000
   137     4.0000E+000     2.0000E+000
   138     0.0000E+000     2.2500E+000
   139     2.5000E-001     2.2500E+000
   140     5.0000E-001     2.2500E+000
   141     7.5000E-001     2.2500E+000
   142     1.0000E+000     2.2500E+000
   143     1.2500E+000     2.2500E+000
   144     1.5000E+000     2.2500E+000
   145     1.7500E+000     2.2500E+000
   146     2.0000E+000     2.2500E+000
   147     2.2500E+000     2.2500E+000
   148     2.5000E+000     2.2500E+000
   149     2.7500E+000     2.2500E+000
   150     3.0000E+000     2.2500E+000
   151     3.2500E+000     2.2500E+000
   152     3.5000E+000     2.2500E+000
   153     3.7500E+000     2.2500E+000
   154     4.0000E+000     2.2500E+000
   155     0.0000E+000     2.5000E+000
   156     2.5000E-001     2.5000E+000
   157     5.0000E-001     2.5000E+000
   158     7.5000E-001     2.5000E+000
   159     1.0000E+000     2.5000E+000
   160     1.2500E+000     2.5000E+000
   161     1.5000E+000     2.5000E+000
   162     1.7500E+000     2.5000E+000
   163     2.0000E+000     2.5000E+000
   164     2.2500E+000     2.5000E+000
   165     0.0000E+000     2.7500E+000
   166     2.5000E-001     2.7500E+000
   167     5.0000E-001     2.7500E+000
   168     7.5000E-001     2.7500E+000
   169     1.0000E+000     2.7500E+000
   170     1.2500E+000     2.7500E+000
   171     1.5000E+000     2.7500E+000
   172     1.7500E+000     2.7500E+000
   173     2.0000E+000     2.7500E+000
   174     2.2500E+000     2.7500E+000
   175     0.0000E+000     3.0000E+000
   176     2.5000E-001     3.0000E+000
   177     5.0000E-001     3.0000E+000
   178     7.5000E-001     3.0000E+000
   179     1.0000E+000     3.0000E+000
   180     1.2500E+000     3.0000E+000
   181     1.5000E+000     3.0000E+000
   182     1.7500E+000     3.0000E+000
   183     2.0000E+000     3.0000E+000
   184     2.2500E+000     3.0000E+000
   185     0.0000E+000     3.2500E+000
   186     2.5000E-001     3.2500E+000
   187     5.0000E-001     3.2500E+000
   188     7.5000E-001     3.2500E+000
   189     1.0000E+000     3.2500E+000
   190     1.2500E+000     3.2500E+000
   191     1.5000E+000     3.2500E+000
   192     1.7500E+000     3.2500E+000
   193     2.0000E+000     3.2500E+000
   194     2.2500E+000     3.2500E+000
   195     0.0000E+000     3.5000E+000
   196     2.5000E-001     3.5000E+000
   197     5.0000E-001     3.5000E+000
   198     7.5000E-001     3.5000E+000
   199     1.0000E+000     3.5000E+000
   200     1.2500E+000     3.5000E+000
   201     1.5000E+000     3.5000E+000
   202     1.7500E+000     3.5000E+000
   203     2.0000E+000     3.5000E+000
   204     2.2500E+000     3.5000E+000
   205     0.0000E+000     3.7500E+000
   206     0.0000E+000     4.0000E+000
   207     2.5000E-001     3.7500E+000
   208     2.5000E-001     4.0000E+000
   209     5.0000E-001     3.7500E+000
   210     5.0000E-001     4.0000E+000
   211     7.5000E-001     3.7500E+000
   212     7.5000E-001     4.0000E+000
   213     1.0000E+000     3.7500E+000
   214     1.0000E+000     4.0000E+000
   215     1.2500E+000     3.7500E+000
   216     1.2500E+000     4.0000E+000
   217     1.5000E+000     3.7500E+000
   218     1.5000E+000     4.0000E+000
   219     1.7500E+000     3.7500E+000
   220     1.7500E+000     4.0000E+000
   221     2.0000E+000     3.7500E+000
   222     2.0000E+000     4.0000E+000
   223     2.2500E+000     3.7500E+000
   224     2.2500E+000     4.0000E+000
   225     2.5000E+000     2.5000E+000
   226     2.5000E+000     2.7500E+000
   227     2.5000E+000     3.0000E+000
   228     2.5000E+000     3.2500E+000
   229     2.5000E+000     3.5000E+000
   230     2.5000E+000     3.7500E+000
   231     2.5000E+000     4.0000E+000
   232     2.7500E+000     2.5000E+000
   233     3.0000E+000     2.5000E+000
   234     3.2500E+000     2.5000E+000
   235     3.5000E+000     2.5000E+000
   236     3.7500E+000     2.5000E+000
   237     4.0000E+000     2.5000E+000
   238     2.7500E+000     2.7500E+000
   239     2.7500E+000     3.0000E+000
   240     2.7500E+000     3.2500E+000
   241     2.7500E+000     3.5000E+000
   242     2.7500E+000     3.7500E+000
   243     2.7500E+000     4.0000E+000
   244     3.0000E+000     2.7500E+000
   245     3.2500E+000     2.7500E+000
   246     3.5000E+000     2.7500E+000
   247     3.7500E+000     2.7500E+000
   248     4.0000E+000     2.7500E+000
   249     3.0000E+000     3.0000E+000
   250     3.0000E+000     3.2500E+000
   251     3.0000E+000     3.5000E+000
   252     3.0000E+000     3.7500E+000
   253     3.0000E+000     4.0000E+000
   254     3.2500E+000     3.0000E+000
   255     3.5000E+000     3.0000E+000
   256     3.7500E+000     3.0000E+000
   257     4.0000E+000     3.0000E+000
   258     3.2500E+000     3.2500E+000
   259     3.2500E+000     3.5000E+000
   260     3.2500E+000     3.7500E+000
   261     3.2500E+000     4.0000E+000
   262     3.5000E+000     3.2500E+000
   263     3.7500E+000     3.2500E+000
   264     4.0000E+000     3.2500E+000
   265     3.5000E+000     3.5000E+000
   266     3.7500E+000     3.5000E+000
   267     4.0000E+000     3.5000E+000
   268     3.5000E+000     3.7500E+000
   269     3.5000E+000     4.0000E+000
   270     3.7500E+000     3.7500E+000
   271     3.7500E+000     4.0000E+000
   272     4.0000E+000     3.7500E+000
   273     4.0000E+000     4.0000E+000
    69        10     0.0000E+000     0.0000E+000
    70        10     0.0000E+000     0.0000E+000
    87        10     0.0000E+000     0.0000E+000
   104        10     0.0000E+000     0.0000E+000
   121        10     0.0000E+000     0.0000E+000
   138        10     0.0000E+000     0.0000E+000
   155        10     0.0000E+000     0.0000E+000
   165        10     0.0000E+000     0.0000E+000
   175        10     0.0000E+000     0.0000E+000
   185        10     0.0000E+000     0.0000E+000
   195        10     0.0000E+000     0.0000E+000
   205        10     0.0000E+000     0.0000E+000
   206        10     0.0000E+000     0.0000E+000
     1         1     0.0000E+000     0.0000E+000
     2         1     0.0000E+000     0.0000E+000
     5         1     0.0000E+000     0.0000E+000
     7         1     0.0000E+000     0.0000E+000
     9         1     0.0000E+000     0.0000E+000
    11         1     0.0000E+000     0.0000E+000
    13         1     0.0000E+000     0.0000E+000
    15         1     0.0000E+000     0.0000E+000
    17         1     0.0000E+000     0.0000E+000
    19         1     0.0000E+000     0.0000E+000
    21         1     0.0000E+000     0.0000E+000
    23         1     0.0000E+000     0.0000E+000
    24         1     0.0000E+000     0.0000E+000
	   1   
1 0.3 1.0 0.0 0
Loads
1 0 0
    26     2.5000E+001     0.0000E+000
    39     2.5000E+001     0.0000E+000
    40     2.5000E+001     0.0000E+000
    53     2.5000E+001     0.0000E+000
    86     2.5000E+001     0.0000E+000
   103     2.5000E+001     0.0000E+000
   120     2.5000E+001     0.0000E+000
   137     2.5000E+001     0.0000E+000
   154     2.5000E+001     0.0000E+000
   237     2.5000E+001     0.0000E+000
   248     2.5000E+001     0.0000E+000
   257     2.5000E+001     0.0000E+000
   264     2.5000E+001     0.0000E+000
   267     2.5000E+001     0.0000E+000
   272     2.5000E+001     0.0000E+000
   273     1.2500E+001     0.0000E+000
    24     1.2500E+001     0.0000E+000
