xzy 18/12/29
160 270 20 1 3 1 2 333
     1     1     1    11     2
     2     1    11    12     2
     3     1     2    12     3
     4     1    12    13     3
     5     1     3    13     4
     6     1    13    14     4
     7     1     4    14     5
     8     1    14    15     5
     9     1     5    15     6
    10     1    15    16     6
    11     1     6    16     7
    12     1    16    17     7
    13     1     7    17     8
    14     1    17    18     8
    15     1     8    18     9
    16     1    18    20     9
    17     1     9    20    10
    18     1    20    19    10
    19     1    11    29    12
    20     1    29    30    12
    21     1    12    30    13
    22     1    30    28    13
    23     1    13    28    14
    24     1    28    27    14
    25     1    14    27    15
    26     1    27    26    15
    27     1    15    26    16
    28     1    26    25    16
    29     1    16    25    17
    30     1    25    24    17
    31     1    17    24    18
    32     1    24    23    18
    33     1    18    23    20
    34     1    23    22    20
    35     1    20    22    19
    36     1    22    21    19
    37     1    22    32    21
    38     1    32    31    21
    39     1    23    33    22
    40     1    33    32    22
    41     1    24    34    23
    42     1    34    33    23
    43     1    25    35    24
    44     1    35    34    24
    45     1    26    36    25
    46     1    36    35    25
    47     1    27    37    26
    48     1    37    36    26
    49     1    28    38    27
    50     1    38    37    27
    51     1    30    39    28
    52     1    39    38    28
    53     1    29   106    30
    54     1   106    39    30
    55     1    32    41    31
    56     1    41    40    31
    57     1    33    42    32
    58     1    42    41    32
    59     1    34    43    33
    60     1    43    42    33
    61     1    35    44    34
    62     1    44    43    34
    63     1    36    45    35
    64     1    45    44    35
    65     1    37    46    36
    66     1    46    45    36
    67     1    38    47    37
    68     1    47    46    37
    69     1    39    48    38
    70     1    48    47    38
    71     1   106   107    39
    72     1   107    48    39
    73     1    41    50    40
    74     1    50    49    40
    75     1    42    51    41
    76     1    51    50    41
    77     1    43    52    42
    78     1    52    51    42
    79     1    44    53    43
    80     1    53    52    43
    81     1    45    54    44
    82     1    54    53    44
    83     1    46    55    45
    84     1    55    54    45
    85     1    47    56    46
    86     1    56    55    46
    87     1    48    57    47
    88     1    57    56    47
    89     1   107   108    48
    90     1   108    57    48
    91     1    50    59    49
    92     1    59    58    49
    93     1    51    60    50
    94     1    60    59    50
    95     1    52    61    51
    96     1    61    60    51
    97     1    53    62    52
    98     1    62    61    52
    99     1    54    93    53
   100     1    93    62    53
   101     1    55    94    54
   102     1    94    93    54
   103     1    56    95    55
   104     1    95    94    55
   105     1    57    96    56
   106     1    96    95    56
   107     1   108   109    57
   108     1   109    96    57
   109     1    59    64    58
   110     1    64    63    58
   111     1    60    65    59
   112     1    65    64    59
   113     1    61    66    60
   114     1    66    65    60
   115     1    62    67    61
   116     1    67    66    61
   117     1    93    97    62
   118     1    97    67    62
   119     1    64    69    63
   120     1    69    68    63
   121     1    65    70    64
   122     1    70    69    64
   123     1    66    71    65
   124     1    71    70    65
   125     1    67    72    66
   126     1    72    71    66
   127     1    97    98    67
   128     1    98    72    67
   129     1    69    74    68
   130     1    74    73    68
   131     1    70    75    69
   132     1    75    74    69
   133     1    71    76    70
   134     1    76    75    70
   135     1    72    77    71
   136     1    77    76    71
   137     1    98    99    72
   138     1    99    77    72
   139     1    74    79    73
   140     1    79    78    73
   141     1    75    80    74
   142     1    80    79    74
   143     1    76    81    75
   144     1    81    80    75
   145     1    77    82    76
   146     1    82    81    76
   147     1    99   100    77
   148     1   100    82    77
   149     1    79    86    78
   150     1    86    83    78
   151     1    80    88    79
   152     1    88    86    79
   153     1    81    89    80
   154     1    89    88    80
   155     1    82    91    81
   156     1    91    89    81
   157     1   100   101    82
   158     1   101    91    82
   159     1    86    85    83
   160     1    85    84    83
   161     1    88    87    86
   162     1    87    85    86
   163     1    89    90    88
   164     1    90    87    88
   165     1    91    92    89
   166     1    92    90    89
   167     1   101   102    91
   168     1   102    92    91
   169     1    94   103    93
   170     1   103    97    93
   171     1    95   104    94
   172     1   104   103    94
   173     1    96   105    95
   174     1   105   104    95
   175     1   109   114    96
   176     1   114   105    96
   177     1   103   116    97
   178     1   116    98    97
   179     1   116   117    98
   180     1   117    99    98
   181     1   117   118    99
   182     1   118   100    99
   183     1   118   120   100
   184     1   120   101   100
   185     1   120   119   101
   186     1   119   102   101
   187     1   104   131   103
   188     1   131   116   103
   189     1   105   132   104
   190     1   132   131   104
   191     1   114   133   105
   192     1   133   132   105
   193     1   110   111   106
   194     1   111   107   106
   195     1   111   112   107
   196     1   112   108   107
   197     1   112   113   108
   198     1   113   109   108
   199     1   113   115   109
   200     1   115   114   109
   201     1   121   124   110
   202     1   124   111   110
   203     1   124   125   111
   204     1   125   112   111
   205     1   125   128   112
   206     1   128   113   112
   207     1   128   129   113
   208     1   129   115   113
   209     1   115   134   114
   210     1   134   133   114
   211     1   129   135   115
   212     1   135   134   115
   213     1   131   137   116
   214     1   137   117   116
   215     1   137   138   117
   216     1   138   118   117
   217     1   138   140   118
   218     1   140   120   118
   219     1   140   139   120
   220     1   139   119   120
   221     1   122   123   121
   222     1   123   124   121
   223     1   123   126   124
   224     1   126   125   124
   225     1   126   127   125
   226     1   127   128   125
   227     1   127   130   128
   228     1   130   129   128
   229     1   130   136   129
   230     1   136   135   129
   231     1   132   141   131
   232     1   141   137   131
   233     1   133   142   132
   234     1   142   141   132
   235     1   134   143   133
   236     1   143   142   133
   237     1   135   145   134
   238     1   145   143   134
   239     1   136   144   135
   240     1   144   145   135
   241     1   141   146   137
   242     1   146   138   137
   243     1   146   147   138
   244     1   147   140   138
   245     1   147   148   140
   246     1   148   139   140
   247     1   142   149   141
   248     1   149   146   141
   249     1   143   152   142
   250     1   152   149   142
   251     1   145   154   143
   252     1   154   152   143
   253     1   144   153   145
   254     1   153   154   145
   255     1   149   151   146
   256     1   151   147   146
   257     1   151   150   147
   258     1   150   148   147
   259     1   152   156   149
   260     1   156   151   149
   261     1   156   155   151
   262     1   155   150   151
   263     1   154   159   152
   264     1   159   156   152
   265     1   153   158   154
   266     1   158   159   154
   267     1   159   160   156
   268     1   160   155   156
   269     1   158   157   159
   270     1   157   160   159
     1     0.0000E+000     1.0000E+000
     2     0.0000E+000     1.3333E+000
     3     0.0000E+000     1.6667E+000
     4     0.0000E+000     2.0000E+000
     5     0.0000E+000     2.3333E+000
     6     0.0000E+000     2.6667E+000
     7     0.0000E+000     3.0000E+000
     8     0.0000E+000     3.3333E+000
     9     0.0000E+000     3.6667E+000
    10     0.0000E+000     4.0000E+000
    11     3.3333E-001     1.0000E+000
    12     3.3333E-001     1.3333E+000
    13     3.3333E-001     1.6667E+000
    14     3.3333E-001     2.0000E+000
    15     3.3333E-001     2.3333E+000
    16     3.3333E-001     2.6667E+000
    17     3.3333E-001     3.0000E+000
    18     3.3333E-001     3.3333E+000
    19     3.3333E-001     4.0000E+000
    20     3.3333E-001     3.6667E+000
    21     6.6667E-001     4.0000E+000
    22     6.6667E-001     3.6667E+000
    23     6.6667E-001     3.3333E+000
    24     6.6667E-001     3.0000E+000
    25     6.6667E-001     2.6667E+000
    26     6.6667E-001     2.3333E+000
    27     6.6667E-001     2.0000E+000
    28     6.6667E-001     1.6667E+000
    29     6.6667E-001     1.0000E+000
    30     6.6667E-001     1.3333E+000
    31     1.0000E+000     4.0000E+000
    32     1.0000E+000     3.6667E+000
    33     1.0000E+000     3.3333E+000
    34     1.0000E+000     3.0000E+000
    35     1.0000E+000     2.6667E+000
    36     1.0000E+000     2.3333E+000
    37     1.0000E+000     2.0000E+000
    38     1.0000E+000     1.6667E+000
    39     1.0000E+000     1.3333E+000
    40     1.3333E+000     4.0000E+000
    41     1.3333E+000     3.6667E+000
    42     1.3333E+000     3.3333E+000
    43     1.3333E+000     3.0000E+000
    44     1.3333E+000     2.6667E+000
    45     1.3333E+000     2.3333E+000
    46     1.3333E+000     2.0000E+000
    47     1.3333E+000     1.6667E+000
    48     1.3333E+000     1.3333E+000
    49     1.6667E+000     4.0000E+000
    50     1.6667E+000     3.6667E+000
    51     1.6667E+000     3.3333E+000
    52     1.6667E+000     3.0000E+000
    53     1.6667E+000     2.6667E+000
    54     1.6667E+000     2.3333E+000
    55     1.6667E+000     2.0000E+000
    56     1.6667E+000     1.6667E+000
    57     1.6667E+000     1.3333E+000
    58     2.0000E+000     4.0000E+000
    59     2.0000E+000     3.6667E+000
    60     2.0000E+000     3.3333E+000
    61     2.0000E+000     3.0000E+000
    62     2.0000E+000     2.6667E+000
    63     2.3333E+000     4.0000E+000
    64     2.3333E+000     3.6667E+000
    65     2.3333E+000     3.3333E+000
    66     2.3333E+000     3.0000E+000
    67     2.3333E+000     2.6667E+000
    68     2.6667E+000     4.0000E+000
    69     2.6667E+000     3.6667E+000
    70     2.6667E+000     3.3333E+000
